interval_us
688552
587592
1340744
1562352
2308044
1729168
6318276
7713704
2382336
17237052
2481804
2013760
2442512
1262384
3591856
6207232
192768
1346308
101392
2932384
74700
5561476
5304208
504940
8472580
632684
2263396
6565920
1823168
14002368
116496
3866748
719384
1349104
1174880
2341148
52152
7429520
6649708
594144
2316944
13003572
1324836
5230160
2102244
6882880
2016552
3897176
1936016
2269620
629608
6498668
8911388
150208
1070716
8392616
24692
718928
3014468
9512260
2503580
5592648
1631036
7250108
771052
2361884
10871692
4266600
2121404
13607208
2449632
5453432
3044712
162232
1266848
14722600
1857384
1617464
1140488
3452756
478092
11264252
1034248
1074488
1993352
3944256
1217028
7175468
14404
3248268
1277288
1788372
4945684
4157348
2575172
113736
5598272
5371116
1890372
1280328
3167104
907416
3708832
1664672
3571100
2639008
4613980
4325352
1426600
6041092
4509404
594888
664632
1888056
3359536
10105540
3442832
800696
7801984
2899224
2727736
2381948
1179560
6359512
6008604
1578380
3432348
9508864
1154068
5145868
2957316
11817900
3126976
9787028
69128
9998512
27167512
1232504
6687760
622132
1902700
759660
1652372
6067292
199364
1247020
10626528
2642116
3447840
6543576
3158748
182496
5052560
5050044
788972
7075636
2371056
3911492
2141636
7910688
4276312
179528
4772580
547788
798140
5808584
1971160
3598032
1814020
4552
1243148
5351548
6928544
5748120
2076116
1975752
66424
8905724
2648420
8184320
310412
685528
7440112
4604252
1941824
626096
13437716
376116
2581044
4633640
4461072
651316
4144244
6779596
4985244
376828
866368
1474308
2062184
11223196
2990252
13235200
628364
130136
1760376
5535180
3165388
1804332
287484
798412
7839772
8684840
1853164
1795260
2699712
1609080
4966240
628652
207912
4066116
1488740
46352
251688
5786328
751856
1006640
2369476
9196856
2004384
5280040
369744
1313148
470468
406004
1128352
3075248
5442072
2112804
104556
3055456
164876
432304
4046480
1516744
13282720
1348456
931300
2359800
507384
2136356
1914860
10152540
4394252
2258540
2324188
6349064
1500300
113172
2254904
506104
2556920
1908292
3366416
7058812
2640128
1066440
5263348
5868188
1188704
463860
5590492
16239720
2712684
172224
5313268
1713288
580068
4190032
13234960
1267964
13179700
4948164
505468
14018128
4985840
4937060
5888424
12207756
2445552
1385964
14890732
2510216
3789888
36396
20350280
1364852
433172
8561420
376416
4841308
1508856
122216
3313264
4222240
2655596
462680
4900888
2742084
2419324
13133896
1536916
6965908
1001484
8422100
1675356
9547296
790320
647308
1267148
245332
1762468
494612
8953516
971800
3155312
1412296
1752584
10994672
25623896
1487672
3465872
481704
1531520
1152324
137872
6189576
1763380
6818468
9878608
3995436
1422348
363172
3882480
6517192
334284
108152
2846524
4434148
8877244
76020
4935960
8599028
7690056
432972
3543172
7625248
2120796
512260
2267236
1321116
1732096
110364
1263608
3587452
166452
3280692
10612136
2851476
2560300
835320
8216520
2059884
6041536
51272
2520636
850420
5668396
2334648
2875908
4033568
197444
3010236
11404716
7142824
1200772
1130752
3972428
1170644
3993908
709072
2420648
1638252
142980
5396132
300596
1367032
3202368
312540
5896624
4046068
311088
2580672
10094940
2006596
445372
1471812
932080
4928936
14041952
4970556
909248
1866920
3385248
1118584
1574088
158644
920220
19756288
1713432
2083732
1247540
6835364
9518620
2959240
3768152
896940
2941348
1965980
1714604
8511644
2577740
1805568
4321396
5602400
1021456
1600928
1686808
3234732
4802824
146620
481800
4633132
5435532
18520568
5027716
243696
4180240
2086596
1345648
3959376
3097928
1732464
2884772
4446700
4206084
548444
3051480
3632820
1356976
1653268
4983360
610552
114624
5194688
1028592
2655100
604576
446012
1616392
974000
10903732
1351600
3185564
3811028
6457620
7272076
1530272
548548
251076
4239672
6791832
1713940
1558248
4823068
2038696
3674608
4721720
274504
7195988
5195968
55244
3477264
1684292
3106372
2225224
7562852
1886588
2216968
2886484
568520
4195864
2188796
7632556
424920
6060216
515512
6408448
1474144
1028188
6089792
215052
6272272
463376
5118732
10605904
2021724
1942064
27599996
1332644
833220
274808
1248772
7426308
947148
6576004
2415292
11139716
2898036
117716
26180
356524
540468
4942024
3920764
241812
8629964
1927092
6666692
5576324
2943256
7523444
747076
382140
2145576
3245460
5167072
552076
7627808
1977760
361244
1175608
826284
7162680
5436588
1731836
4484744
