Designator,Mid X,Mid Y,Rotation,Layer
A1,109.38,-88.84,180.0,top
C1,86.0,-88.5,90.0,top
C2,97.0,-77.0,270.0,top
J1,91.2175,-74.0,0.0,top
R1,93.38,-105.19,180.0,top
R2,93.38,-108.19,0.0,top
R3,93.38,-102.19,0.0,top
R4,93.38,-99.19,0.0,top
R5,93.38,-96.19,0.0,top
U1,93.19,-87.19,180.0,top
