interval_us
9432
6830488
2195980
4568420
14260140
5159636
953392
7106400
1737140
1316896
577556
4448540
1795936
470916
699180
7195632
246832
651520
2215112
9607812
6417136
3721876
1919300
2744408
1650188
3839752
1534924
4843656
1557472
6475068
113696
143516
5293300
993612
498996
2110916
8702672
28776
14601416
4084400
4023292
1709368
631360
9067796
3175468
5422428
267100
3672844
1123728
2748172
2612264
3299948
20071668
1053376
10812028
5389772
189732
3250576
3114672
7917012
3283236
4041132
7274616
5330148
211664
6028568
3720080
6624732
483540
434768
1193052
1796620
324464
655144
1266724
7494356
684448
4760828
8276936
5680568
565560
2783620
12050760
4250872
1961504
368164
304408
2633764
8856620
468088
938744
1021152
5195380
7010948
7543232
4774084
4784868
7920
3155480
18220720
1815612
2915900
3726940
10117468
1230056
2388844
5387788
236612
1776336
4158092
4268300
2483976
1875524
1117380
21539156
1359412
2232052
61552
5430960
5805012
527556
1003804
3769748
1369084
1276568
6068032
2715912
10500224
4208312
568704
152416
1990780
4070516
835760
1576080
2439188
1600136
4403868
7326292
268444
2597292
3329432
4711764
3065084
6302720
2377128
7073940
1055492
874188
4836984
1694068
620644
3054952
730028
9174344
3949740
3599600
518816
110884
1948540
3453820
518792
354464
752236
6191920
4646804
1699656
3027436
4470152
517420
2050080
869908
2250328
13766764
638636
190864
5034380
5977220
7369932
2763372
7257848
4585396
3995740
4932820
4811532
4252432
873832
912596
6532540
299328
1637776
684536
9114284
584620
2791136
6059812
6542160
3886592
968036
287744
3191788
2862720
1115972
2267672
421312
2448656
1229408
763532
6280244
1832692
698836
2349856
6285164
2150612
1393916
3222184
6210532
11652820
6460964
838328
323180
2637368
5310180
3154100
5908912
1796452
186816
10260
3404852
5500612
5636036
4937632
5671256
1737936
2421352
4065848
475308
5225144
746080
613068
6622292
11624212
1179396
2731588
4258840
2158556
5073288
2923620
4566284
11176252
2594448
2040000
5577272
1941408
2145444
842836
3140224
1070276
550996
8420244
2223412
601648
2534796
462436
8747164
5013492
1563376
554508
3944076
2443752
2801500
771172
4658992
7183192
10492328
3328652
3334964
111312
1813944
2584236
5525008
4235160
3209524
288260
1341868
4811396
2870568
4473316
8963624
2046416
1094244
1302360
2217096
2139088
13500156
3942332
874948
1532076
546936
412384
1267712
801472
1347112
7350492
692392
5300428
7126440
526488
11207152
3394380
16284
8814204
3602664
15133888
2269940
3698284
3176728
237900
6706572
8443980
5156692
591568
882416
4497440
239240
927464
5624432
2841580
3317728
1974360
1015900
2826144
540248
365044
1473472
2445104
7609788
6759368
409884
2096544
130612
3282620
5086868
2572268
2234608
663996
533776
780468
142700
2601212
4111272
780608
2573280
1503540
543580
3860424
725324
3538624
1089460
788120
3315896
2127380
7424624
377068
3072816
3685052
113756
753528
2792632
8658268
4548392
1292220
2166112
3645288
1202880
1041900
2547056
7255660
2763624
2572012
581648
7166184
1462316
3155892
2383924
1463784
4622024
57596
107620
220032
5265820
6067540
6783704
8318224
4506464
7154008
1365260
1513836
7919588
1866240
14685848
3435804
2359108
7530308
851984
8011772
13481748
2010912
2398452
2079468
3053704
1641952
1176180
4568076
3131484
1350360
1640800
9680584
1345552
1806932
5809536
5564716
7568516
4831544
3532132
2529532
5657424
2684400
1341044
28200
5906732
6480264
5117376
1770540
1290160
14965016
2476008
468384
9420468
1575576
1278180
7407304
3194184
399276
3196096
1634316
3175148
5552472
6465308
2096304
805960
8915036
843072
3304116
12459020
8092696
4089136
1396268
515216
4050348
2210252
6856096
1187024
58532
1747308
2842896
2454988
856724
286160
500040
1773228
7990088
2950816
1643016
1112828
3155744
118012
741476
777208
1978696
515924
471388
750428
2746932
4049640
3595840
497332
3591664
1461880
1003212
7766816
4008368
2405996
1562032
4741496
3347948
3340488
2501512
3011816
223972
2331304
1181152
676652
6370708
3154592
11196068
1819676
5766248
1150944
15255220
61544
7380368
3160604
705920
4747836
3811264
399448
924824
124720
2504376
1530272
4423620
210912
476836
9082360
7057216
4900740
7809648
9968764
11951524
387076
1494052
1134804
553712
294232
3946220
3698908
7498584
405096
180028
823792
3589520
2090492
1076504
1171192
3693728
298724
5351680
796560
5637768
2094644
5197744
928960
9601348
1497520
5869424
43524
1369292
97116
1566624
1321668
764332
2674408
7010384
903184
8835328
981724
1943324
2497264
12877532
1455956
1217828
7625800
431752
222572
4326272
890700
12954484
667656
726568
1131932
3941752
1477108
12490384
1743024
1940900
6105276
752092
8491140
1226308
6839168
3607120
3391040
1598920
4788324
4035440
2777320
7546880
2172868
198348
3245776
1141904
5833444
7240556
2098560
9473380
3561412
10328404
2739276
3652336
2930112
2481740
677988
334140
12246208
11232484
2694672
5231524
6885412
1425384
3613516
10845572
720976
632008
309036
1534484
1177928
2295084
11165960
1709748
10286128
12655032
3782388
10591060
2202520
603300
1216320
6253400
330908
4385628
6727132
1773600
7400116
8324432
1771544
142928
13555100
3125872
274672
7915240
595292
847452
382564
1290444
1346912
2321536
11068376
2922044
1070728
1000884
1347452
7014116
1926168
4872220
1293736
966808
4510072
1322740
1915280
3734040
907368
279696
740228
3077236
1538292
2524480
3558700
2936112
3068668
946184
5020212
813340
10587860
1700200
303564
1363604
5006052
3825912
1008748
2048480
1887316
2274292
99808
1056356
16246112
5229748
10879896
1528188
2600992
19186044
2781060
5852464
3021628
9935340
3531184
4356740
3940168
10142044
764360
3361464
554880
1820384
326292
637588
3157636
786056
14496
681036
668020
1430816
3015984
6743660
2942832
1220316
14471096
2139116
1513684
